motif_id,title,description
k32e,"Ones of gold, of silver, of wood",Negative person or place is contrasted with one or two positive ones as wood with silver and gold
k32f,Bird-son rescues his adopted mother,"An evil spirit abandons a girl or a young woman in a tree or islet. She takes care for a nestling of bird of prey, he grows big, rescues her"
k32g,Punishment: torn apart by horses,"To punish an antagonist, he or she is tied to a horse (camel, bull) and dragged or he or she is torn apart (usually by horses)"
k32g1,Forty horses or forty knives?,"Person is asked to choose between objects that have utilitarian value, often forty (seven, etc.) horses or forty knives. Usually the person does not understand that the question is about different kinds of execution"
k32h,Punishment: buried alive,"To punish an antagonist, he or she is buried alive"
k32h1,Punishment: rolled in nail barrel,A person who has committed a serious crime is put in a nail barrel which is rolled down a slope or tied to the tail of a horse
k32i,Two sitters at the bed of a sleeping prince,A girl finds a body of a sleeping youth who will wake up at a certain time and marry the girl who would sit nearby. Usually at the last moment the girl goes away for a time and the impostor takes her place.
k32j,"Sister replaced by an ugly girl, brother accused of deception",From a young man king gets to know that his sister is extraordinary beautiful. On the way to the king the beautiful girl is replaced by the ugly one. The king is angry and usually throws the young man in prison
k33,Drowned woman remains alive,"A young woman is transformed into an animal, pushed into the water, into the underworld or she herself has to plunge into water. Her connection with the human world is not completely lost, however, and usually she is helped to return to the people"
k33a,Younger brother transformed into animal,"Siblings (most often younger brother and elder sister) leave their home. One of them (most often the brother, most rare several brothers) turn into animal (usually an ungulate) or (rare) a bird but (in the most cases) ultimately acquires his or her human form again"
k33a1,Children born in a well,"Pregnant woman is thrown into a well (pond, hole, etc.) where she gives birth to a son (children). She and her children brought alive"
k33b,Friends abandon a pretty girl,"A girl goes with her friends to a river, into a forest, etc. Other girls return home but the heroine has to remain or to go back to the forest, etc. She has a narrow escape from a dangerous creature. marries a supernatural being or a chief, or dies but is avenged"
k33c,Girl from a fruit,Young man gets a girl who is inside a fruit or a flower
k33d,Peau d'asne,"A man discovers that a beautiful girl hides herself under a guise of an ugly and dirty servant, under a skin of an animal or in an object that is brought into his house"
k33d1,The princess in the chest,The youth does not know that a beautiful girl hides inside an object that is brought to him
k33e,Disappeared and returned children,Babies disappear but are ultimately returned to their mother or father grown up and in good health
k33f,Basin of honey and basin of oil,"Person promises to fill one basin (fountain, dry river-bed, etc.) with honey and another with oil (milk, etc.) if his wish would be granted. He fulfills the promise either really or formally (honey etc. from broken containers is spilled on earth)"
k33g,Fruits of two kinds,"One who eats certain fruit (leave, etc.) gets horns (long nose, etc.) or turns into an animal. After eating another fruit (leave) person recovers his or her normal body"
k33h,"The cat, the dog and the magic object",A man obtains an object that fulfills his wishes. The object is stolen but brought back by the animals (which had been saved by the man before)
k34,Fatal swing,"Person kills others inviting them to sit on a swing and launching them into water, on rocks, etc."
k35,False husband,An imposter pretends to be the her to take his position and/or to marry or to violate a woman
k35a,Hero brands his rivals,"Person who is an excellent food provider or warrior agrees to let the others material proves of his exploits (the killed game, etc.) for the right to brand them or injure their bodies in a certain way or to take from them objects that they should not give off"
k35a1,Not to pick up a feather of fire-bird,On his way a man picks up a precious feather (often despite the warning of his magic horse). When a powerful person gets to know about the feather he tells the man to fulfill difficult tasks
k35a2,An animal with the shining hide,A man kills an animal with the shining hide. When a powerful person gets to know about the hide he tells the man to fulfill difficult tasks
k35a3,The master becomes the servant,"To obtain privileges of his master, his servant makes him to exchange clothes and names"
